ID,bid,user_id,User's Nickname,Weibo text,Headline article url,Post location,Aite users,topic,Number of forwards,Number of comments,Number of likes,release time,publishing tools,Weibo picture url,Weibo video url,retweet_id
4.93E+15,NcLXU3fbR,2231764352,Girls complain about daily dramas,"Lukaku betrayed Inter Milan and contacted Juventus privately. Juventus promised to give him a super high salary of 12 million euros. He wanted to lure the forward to join, but Lukaku actually believed it. He directly refused to answer calls from Inter Milan and discussed the possibility of joining Juventus. But now it seems that Juventus has also played a trick on Lukaku, because Vlahovic has no way to sell it. Therefore, Juventus does not have the space or funds to sign Lukaku. Juventus also publicly admitted that they and Lukaku only communicated. There is still a long way to go until the signing, which makes Lukaku very embarrassed and wants to discuss the signing issue directly with Inter Milan again. But Zhang Kangyang was also very tough and directly rejected Lukaku's overtures. Inter Milan is unwilling to believe this star with such a bad character. #NBATucaoConference#",,,,NBA Tucao Conference,0,0,0,8/3/23 0:12,Weibo weibo.com,"['https://wx2.sinaimg.cn/large/6302a080gy1hexjh1zxrcj20go0b4tb9.jpg', 'https://wx4.sinaimg.cn/large/6302a080gy1hexjh50wroj20j60cswl7.jpg', 'https://wx2.sinaimg.cn/large/ 6302a080gy1hexjh58txkj20j60aswi6.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh5ea94j20j60asjvi.jpg', 'https://wx3.sinaimg.cn/large/6302a080gy1hexjh5jf4xj 20j60asgnu.jpg', 'https://wx2.sinaimg. cn/large/6302a080gy1hexjh5ocypj20j60csq3z.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh5uiorj20j60bzdk6.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh 61j4lj20j60csjti.jpg', 'https:// wx2.sinaimg.cn/large/6302a080gy1hexjh66vtqj20j60j6gn9.jpg']",,
4.93E+15,NcLXU3eOE,1240174221,Film and television movie information,"Lukaku betrayed Inter Milan and contacted Juventus privately. Juventus promised to give him a super high salary of 12 million euros. He wanted to lure the forward to join, but Lukaku actually believed it. He directly refused to answer calls from Inter Milan and discussed the possibility of joining Juventus. But now it seems that Juventus has also played a trick on Lukaku, because Vlahovic has no way to sell it. Therefore, Juventus does not have the space or funds to sign Lukaku. Juventus also publicly admitted that they and Lukaku only communicated. There is still a long way to go until the signing, which makes Lukaku very embarrassed and wants to discuss the signing issue directly with Inter Milan again. But Zhang Kangyang was also very tough and directly rejected Lukaku's overtures. Inter Milan is unwilling to believe this star with such a bad character. #NBATucaoConference#",,,,NBA Tucao Conference,0,0,0,8/3/23 0:12,Weibo weibo.com,"['https://wx2.sinaimg.cn/large/6302a080gy1hexjh1zxrcj20go0b4tb9.jpg', 'https://wx4.sinaimg.cn/large/6302a080gy1hexjh50wroj20j60cswl7.jpg', 'https://wx2.sinaimg.cn/large/ 6302a080gy1hexjh58txkj20j60aswi6.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh5ea94j20j60asjvi.jpg', 'https://wx3.sinaimg.cn/large/6302a080gy1hexjh5jf4xj 20j60asgnu.jpg', 'https://wx2.sinaimg. cn/large/6302a080gy1hexjh5ocypj20j60csq3z.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh5uiorj20j60bzdk6.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh 61j4lj20j60csjti.jpg', 'https:// wx2.sinaimg.cn/large/6302a080gy1hexjh66vtqj20j60j6gn9.jpg']",,
4.93E+15,NcLXU28UD,2410215354,entertainment news recorder,"Lukaku betrayed Inter Milan and contacted Juventus privately. Juventus promised to give him a super high salary of 12 million euros. He wanted to lure the forward to join, but Lukaku actually believed it. He directly refused to answer calls from Inter Milan and discussed the possibility of joining Juventus. But now it seems that Juventus has also played a trick on Lukaku, because Vlahovic has no way to sell it. Therefore, Juventus does not have the space or funds to sign Lukaku. Juventus also publicly admitted that they and Lukaku only communicated. There is still a long way to go until the signing, which makes Lukaku very embarrassed and wants to discuss the signing issue directly with Inter Milan again. But Zhang Kangyang was also very tough and directly rejected Lukaku's overtures. Inter Milan is unwilling to believe this star with such a bad character. #NBATucaoConference#",,,,NBA Tucao Conference,0,0,0,8/3/23 0:12,Weibo weibo.com,"['https://wx2.sinaimg.cn/large/6302a080gy1hexjh1zxrcj20go0b4tb9.jpg', 'https://wx4.sinaimg.cn/large/6302a080gy1hexjh50wroj20j60cswl7.jpg', 'https://wx2.sinaimg.cn/large/ 6302a080gy1hexjh58txkj20j60aswi6.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh5ea94j20j60asjvi.jpg', 'https://wx3.sinaimg.cn/large/6302a080gy1hexjh5jf4xj 20j60asgnu.jpg', 'https://wx2.sinaimg. cn/large/6302a080gy1hexjh5ocypj20j60csq3z.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh5uiorj20j60bzdk6.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh 61j4lj20j60csjti.jpg', 'https:// wx2.sinaimg.cn/large/6302a080gy1hexjh66vtqj20j60j6gn9.jpg']",,
4.93E+15,NcLXU28Ba,1293246540,Nico's life,"Lukaku betrayed Inter Milan and contacted Juventus privately. Juventus promised to give him a super high salary of 12 million euros. He wanted to lure the forward to join, but Lukaku actually believed it. He directly refused to answer calls from Inter Milan and discussed the possibility of joining Juventus. But now it seems that Juventus has also played a trick on Lukaku, because Vlahovic has no way to sell it. Therefore, Juventus does not have the space or funds to sign Lukaku. Juventus also publicly admitted that they and Lukaku only communicated. There is still a long way to go until the signing, which makes Lukaku very embarrassed and wants to discuss the signing issue directly with Inter Milan again. But Zhang Kangyang was also very tough and directly rejected Lukaku's overtures. Inter Milan is unwilling to believe this star with such a bad character. #NBATucaoConference#",,,,NBA Tucao Conference,0,0,0,8/3/23 0:12,Weibo weibo.com,"['https://wx2.sinaimg.cn/large/6302a080gy1hexjh1zxrcj20go0b4tb9.jpg', 'https://wx4.sinaimg.cn/large/6302a080gy1hexjh50wroj20j60cswl7.jpg', 'https://wx2.sinaimg.cn/large/ 6302a080gy1hexjh58txkj20j60aswi6.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh5ea94j20j60asjvi.jpg', 'https://wx3.sinaimg.cn/large/6302a080gy1hexjh5jf4xj 20j60asgnu.jpg', 'https://wx2.sinaimg. cn/large/6302a080gy1hexjh5ocypj20j60csq3z.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh5uiorj20j60bzdk6.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh 61j4lj20j60csjti.jpg', 'https:// wx2.sinaimg.cn/large/6302a080gy1hexjh66vtqj20j60j6gn9.jpg']",,
4.93E+15,NcLXU12Fb,2095513147,The gossipy daily routine of a melon-eating boy,"Lukaku betrayed Inter Milan and contacted Juventus privately. Juventus promised to give him a super high salary of 12 million euros. He wanted to lure the forward to join, but Lukaku actually believed it. He directly refused to answer calls from Inter Milan and discussed the possibility of joining Juventus. But now it seems that Juventus has also played a trick on Lukaku, because Vlahovic has no way to sell it. Therefore, Juventus does not have the space or funds to sign Lukaku. Juventus also publicly admitted that they and Lukaku only communicated. There is still a long way to go until the signing, which makes Lukaku very embarrassed and wants to discuss the signing issue directly with Inter Milan again. But Zhang Kangyang was also very tough and directly rejected Lukaku's overtures. Inter Milan is unwilling to believe this star with such a bad character. #NBATucaoConference#",,,,NBA Tucao Conference,0,0,0,8/3/23 0:12,Weibo weibo.com,"['https://wx2.sinaimg.cn/large/6302a080gy1hexjh1zxrcj20go0b4tb9.jpg', 'https://wx4.sinaimg.cn/large/6302a080gy1hexjh50wroj20j60cswl7.jpg', 'https://wx2.sinaimg.cn/large/ 6302a080gy1hexjh58txkj20j60aswi6.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh5ea94j20j60asjvi.jpg', 'https://wx3.sinaimg.cn/large/6302a080gy1hexjh5jf4xj 20j60asgnu.jpg', 'https://wx2.sinaimg. cn/large/6302a080gy1hexjh5ocypj20j60csq3z.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh5uiorj20j60bzdk6.jpg', 'https://wx2.sinaimg.cn/large/6302a080gy1hexjh 61j4lj20j60csjti.jpg', 'https:// wx2.sinaimg.cn/large/6302a080gy1hexjh66vtqj20j60j6gn9.jpg']",,
4.93E+15,NcLWRARoo,2521600165,Guan Zeyuan,"Highlighting a direct connection after the game, #雪京宇Kefan Singles Out # Brother Yu is indeed a big-time player. Faced with an NBA-level post-game interview, he highlighted a clear and fluent Chinese language. Please watch the video for the specific content. Haha L Guanze Yuan’s Weibo video",,,,Xu Jingyu and Ke Fan singled out,138,210,3494,8/3/23 0:09,Weibo video account,,"http://f.video.weibocdn.com/o0/4mMSNZv2lx087v1lNovm01041202xoBR0E010.mp4?label=mp4_720p&template=720x1280.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694322384&ssig=mdp xXxahjd&KID=unistore,video",
4.93E+15,nnJC,5223994178,Things about me and basketball,"The art of feinting! The 10-minute video allows you to experience various fake moves in the NBA, such as worship, fake passes, feints, European steps, and dazzling skill packages. It is really enjoyable to watch! #nba星行中国##basketball summer does not cool down#L basketball history Weibo video",,,,"NBA star China, basketball does not cool down in summer",2,0,4,8/3/23 0:06,Weibo video account,,"http://f.video.weibocdn.com/o0/8A9Qkgsrlx087rJWqcL60104120bkcmZ0E040.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694322384&ssig=Hs bz1yWpl2&KID=unistore,video",
4.93E+15,NcLVLlrKS,1774041455,Irving official website,"Irving came to Rucker Park and retweeted the video: ""A11Even🤞🏾♾🪶."" Irving # august qingliangji # #nbaTucao conference #L Irving official website's Weibo video",,,,"August Coolness Notes, NBA Tucao Conference",2,9,138,8/3/23 0:06,Weibo video account,,"http://f.video.weibocdn.com/o0/obCDEY7elx087v1a12RO010412003Sfz0E010.mp4?label=mp4_hd&template=480x854.24.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694322384&ssig=0nMPnNyA o8&KID=unistore,video",
4.93E+15,NcLV3CrwM,2002341525,See you at the stadium 626,"[Reporter: After winning the championship in the park, James was lying on the ground playing video, and kept thanking his mother] Recently, The Athletic reporter Sam Amick participated in the podcast ""The King's Reign"" to review the career of Lakers forward LeBron James. ""It went viral on social media, but it was certainly different seeing it from four or five feet away. Outside the Lakers locker room after the championship, of course there was champagne all over the room, and I remember Kyle - Kuzma was celebrating wildly, spraying champagne everywhere. But LeBron came out of the locker room, picked up his cell phone, and called his wife, Savannah, and then his mother, Gloria. Finally, they started a FaceTime video call. When I came to his side, reporters gathered around him. He was lying on his back, smoking a cigar in his mouth, crossing his legs, and he raised his mobile phone to make a FaceTime call. . He was on the phone with his mother. ""I'm paraphrasing here, but that's really what he said, 'Mom, that's not bad for a kid from Akron.' We have come a long way. 'It was great because he made it about mother and son, he said we did this, we did that. He was expressing his gratitude to his mother. This is certainly not his first championship, but you can see how special this is to him, to be able to win a championship for Los Angeles, to be able to overcome all the difficulties in the park to win a championship, to be able to win the third team in his illustrious career. When the team wins the championship, he is a happy man. It was fun to see that scene, and they accomplished their mission. ""Amick said. #NBA# #天体talk#",,,,"NBA, today’s discussion",0,1,3,8/3/23 0:05,Weibo web version,['https://wx2.sinaimg.cn/large/77594e95ly1hgircrzbk0j20m80tnx11.jpg'],,
4.92E+15,Na5WR9aNc,6809850393,24k fake fans,"#NBASummerLeague# [Grady Dick breaks through the pull bar and lays up 2+1] is not just a shooter! The Raptors passed the ball from the outside, and Grady Dick broke through with the ball and reached the inside with an aerial pull-up layup for a 2+1! # Warriors vs Raptors # # Basketball does not cool down in summer # LNBA’s Weibo video",,,,"NBA Summer League, Warriors vs. Raptors, Basketball Doesn’t Cool Down in Summer",0,0,0,7/16/23 9:33,Weibo Publishing Platform Professional Edition,,"http://locallimit.us.sinaimg.cn/o0/c981fylslx0872O6JHWw01041200l4qe0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694322399&ssig =jCrhUbccdT&KID=unistore,video",
4.92E+15,Na5WReF4l,6810958689,Everyone who watches football is a loser.,"#NBASummerLeague# [Grady Dick breaks through the pull bar and lays up 2+1] is not just a shooter! The Raptors passed the ball from the outside, and Grady Dick broke through with the ball and reached the inside with an aerial pull-up layup for a 2+1! # Warriors vs Raptors # # Basketball does not cool down in summer # LNBA’s Weibo video",,,,"NBA Summer League, Warriors vs. Raptors, Basketball Doesn’t Cool Down in Summer",0,0,0,7/16/23 9:33,Weibo Publishing Platform Professional Edition,,"http://locallimit.us.sinaimg.cn/o0/c981fylslx0872O6JHWw01041200l4qe0E010.mp4?label=mp4_720p&template=1280x720.25.0&ori=0&ps=1BVp4ysnknHVZu&Expires=1694322399&ssig =jCrhUbccdT&KID=unistore,video",
